client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND15796,Carl Nichols,Female,36,Adult (30-59),Retail Banking,High,410710.56,Jade,Health Coach II,European,03-07-2011,2011,Mid,1853648.3,1,9844.08,0,1699245.61,Paul Larson,490663.71,3,Moderate Risk,131881.75,1014474.99,6388.48,32365.02,2
IND15798,Jesse Tucker,Female,67,Senior (60 +),Institutional Banking,Low,98374.08,Jade,Automation Specialist II,American,28-08-2010,2010,Mid,563531.37,1,3358.87,544636.43,994585.04,Chris Armstrong,154219.66,1,Very Low Risk,95929.33,617605.23,25196.84,21012.3,0
IND15894,Kevin Medina,Male,43,Adult (30-59),Commercial Banking,High,343263.8,Jade,Human Resources Assistant IV,Asian,30-08-2017,2017,Mid,204281.26,1,479.43,400443.08,380432.81,Bruce Porter,519790.46,3,Moderate Risk,190216.41,121933.59,8338.29,34554.55,2
IND15919,Ann Harper,Male,28,Young (18-29),Retail Banking,High,327053.35,Gold,Human Resources Manager,European,18-09-1999,1999,Mid,1405532.89,1,3322.53,198880.12,1120917.37,Roy Rice,1385622.98,2,Low Risk,437157.77,280229.34,62268.46,49660.4,3
IND15955,Susan Dunn,Female,20,Young (18-29),Private Banking,Medium,175521.36,Jade,Programmer Analyst IV,Asian,08-12-2011,2011,Mid,1145548.36,2,3226.24,214473.24,1065362.14,Jason Duncan,1671865.9,4,High Risk,288300.04,532681.07,23692.05,9585.66,2
IND15955,Victor Williams,Female,21,Young (18-29),Retail Banking,Medium,113678.37,Jade,Research Assistant IV,African,29-05-2015,2015,High,-40825.36,1,3529,397665.4,280450.11,Mark Montgomery,792193.58,1,Very Low Risk,55180.45,146541.5,1292.64,24738.48,1
IND15970,Shirley Cole,Female,35,Adult (30-59),Private Banking,High,331797.03,Jade,Programmer I,Asian,29-09-2019,2019,High,-320055.12,2,796.36,686479.09,203555.77,Todd Roberts,945383.81,4,High Risk,103732.02,207626.88,29121.75,59932.54,1
IND15980,Lawrence Vasquez,Female,79,Senior (60 +),Private Banking,Low,67416.15,Platinum,Clinical Specialist,European,10-07-2020,2020,High,-612751.47,2,1533.53,678840.16,51260.52,Nicholas Cunningham,1007983.78,1,Very Low Risk,8308.2,17308.75,15609.59,8053.5,0
IND15988,Rebecca Harvey,Female,41,Adult (30-59),Private Banking,Medium,208180.63,Platinum,VP Accounting,European,29-10-2020,2020,High,-302935.02,1,2210.71,561524.38,174297.35,Shawn Long,173076.08,2,Low Risk,61447.2,177251.54,821.37,25055.52,3
IND15990,Jeffrey Gardner,Male,21,Young (18-29),Retail Banking,Medium,290141.17,Jade,VP Accounting,Asian,08-01-2013,2013,High,1816557.02,1,1689.6,396701.18,1936626.28,Roy Rice,727784.64,2,Low Risk,245467.38,738338.77,33270.34,32854.14,1
IND16052,Brenda Miller,Female,83,Senior (60 +),Private Banking,Low,32073.35,Silver,Accounting Assistant II,Asian,15-10-2018,2018,High,148201.95,1,2347.98,50736.27,147943.13,Douglas Tucker,245287.55,1,Very Low Risk,50664.83,132010.8,6434.84,2678.24,2
IND16101,Roger Boyd,Female,58,Adult (30-59),Private Banking,Medium,123545.42,Jade,Web Designer II,European,31-12-2015,2015,High,-809982.57,1,2789.44,1400623.12,547459.74,Adam Hernandez,1255331.52,2,Low Risk,42985.73,324420.58,31481.78,2984.52,3
IND16110,Edward Mendoza,Female,75,Senior (60 +),Retail Banking,Medium,194118.09,Jade,Automation Specialist IV,European,28-02-2019,2019,High,74674.67,2,4488.62,318746.62,314626.92,Victor Martinez,1099559.67,4,High Risk,51939.23,417783.29,41068.86,31343.76,1
IND16141,Raymond Willis,Male,18,Young (18-29),Private Banking,High,340620.92,Jade,Registered Nurse,Australian,21-03-2005,2005,Mid,248128.7,2,1957.85,361330.66,408152.38,Patrick Graham,1014594.79,3,Moderate Risk,190213.08,344818.39,12113.47,13051.75,2
IND16203,Patrick Payne,Male,60,Senior (60 +),Commercial Banking,Low,45377.59,Gold,Accounting Assistant IV,European,24-07-2010,2010,Low,-112820.9,1,262.64,346595.02,181819.97,Jerry Green,464152.12,1,Very Low Risk,34011.03,203210.56,9638.81,18205.76,3
IND16245,Howard Evans,Female,36,Adult (30-59),Private Banking,Low,87756.88,Platinum,Developer II,American,13-05-2008,2008,Low,-208202.42,1,611,378562.6,127377.06,Stephen Payne,86328.58,1,Very Low Risk,29860.12,66138.09,20495.02,13734,2
IND16285,Frank Cole,Male,77,Senior (60 +),Commercial Banking,Medium,162652.13,Jade,GIS Technical Architect,European,05-01-2012,2012,High,1401548.74,3,5965.1,158088.09,1305930.6,Samuel Fowler,1210723.14,4,High Risk,222474.61,746246.06,83580.72,37196.72,0
IND16415,Edward Little,Female,23,Young (18-29),Private Banking,Low,28060.86,Gold,Payment Adjustment Coordinator,European,01-03-2008,2008,High,748698.04,1,3681.83,647893.46,1127561.36,Jason Duncan,626382.31,1,Very Low Risk,260927.23,301741.77,37286.16,11784.74,1
IND16521,Donald White,Male,58,Adult (30-59),Private Banking,Medium,143641.46,Jade,Director of Sales,American,25-05-2016,2016,Mid,185089.43,3,3175.17,566354.19,593952.76,Jeremy Vasquez,87414.62,2,Low Risk,145880.59,449086.23,37314.07,14785.44,0
IND16568,Peter Adams,Male,34,Adult (30-59),Private Banking,Medium,142734.73,Jade,Tax Accountant,Asian,08-07-2016,2016,Low,1243650.52,2,5516.26,789031.93,1690117.42,Jesse Evans,404198.94,2,Low Risk,327416.54,547831.16,34889,20664.75,3
IND16593,Mary Young,Male,60,Senior (60 +),Commercial Banking,Low,92607.75,Gold,Systems Administrator III,European,09-01-2011,2011,Mid,206188.14,1,999.9,102478.95,229116.2,Samuel Fowler,312132.6,2,Low Risk,60715.79,140015.45,3956.85,19835,2
IND16622,Fred Fernandez,Male,48,Adult (30-59),Private Banking,Medium,180788,Jade,Nuclear Power Engineer,European,14-05-1995,1995,High,-227686.33,1,6572.48,1157401.14,869732.47,Samuel Fowler,1228270.66,2,Low Risk,57619.78,463475.86,54093.61,8935.04,1
IND16655,Thomas Ortiz,Male,51,Adult (30-59),Private Banking,Medium,176353.61,Jade,Help Desk Technician,African,14-02-2019,2019,Mid,259833.61,2,2873.65,876493.51,888786.2,Roger Alexander,240577.3,2,Low Risk,242257.72,389373,45692.18,8156.85,1
IND16744,Adam Hughes,Female,54,Adult (30-59),Private Banking,Medium,215060.45,Jade,Administrative Assistant IV,Asian,17-12-2011,2011,High,-83278.93,2,1391.16,348258.12,183267.92,Adam Hernandez,1071917.66,2,Low Risk,52385.8,107077.88,6188.7,30716.63,2
IND16745,Phillip Snyder,Female,22,Young (18-29),Institutional Banking,Medium,144109.43,Jade,Budget/Accounting Analyst I,African,08-02-2021,2021,Mid,508537.14,1,6055.78,401053.35,704059.57,Bruce Porter,215739.25,2,Low Risk,200144.93,262422.2,10120.02,11441.77,2
IND16777,Brandon Andrews,Female,57,Adult (30-59),Commercial Banking,Medium,120699.64,Platinum,Office Assistant II,European,03-05-2021,2021,Mid,-1207125.22,1,8147.33,1333483.38,98391.81,Adam Hernandez,551140.5,2,Low Risk,15399.31,36979.47,33630.58,20714.37,3
IND16798,Johnny Nelson,Female,35,Adult (30-59),Private Banking,Medium,265028.36,Gold,Automation Specialist II,European,08-10-2013,2013,Mid,959104.4,1,1547.03,478689.94,1108827.79,Joshua Bennett,718720.48,3,Moderate Risk,285111.46,559903.14,75594.89,45402.12,2
IND16810,Douglas Allen,Female,31,Adult (30-59),Private Banking,Low,62697.4,Silver,Accountant I,Asian,20-03-2006,2006,High,-856656.86,2,5844.52,1398294.55,423507.06,Jerry Green,284386.77,2,Low Risk,117180.67,90306.65,30112.14,6794.48,1
IND16812,Larry Hamilton,Female,78,Senior (60 +),Retail Banking,Medium,151559.32,Jade,Account Representative II,European,10-08-2019,2019,High,244747.74,2,3992.64,342906.43,529821.65,James Castillo,989413.39,1,Very Low Risk,44730.08,384472.35,45363.62,17095.08,0
IND16827,Louis Edwards,Male,20,Young (18-29),Private Banking,Medium,271912.22,Jade,Environmental Specialist,American,04-04-2013,2013,Low,1137840.31,2,481.8,498543.51,1304703.25,Shawn Wallace,2400841.52,4,High Risk,284175.09,357452.94,265.95,47987.28,1
IND16848,Aaron Stone,Male,78,Senior (60 +),Commercial Banking,Medium,198219.34,Gold,Paralegal,Australian,08-04-2002,2002,High,33514.07,1,585.38,76295.12,52060.33,Anthony Simpson,848195.36,2,Low Risk,27099.26,41834.2,5796.5,31234.98,2
IND16937,Alan Long,Female,48,Adult (30-59),Retail Banking,Low,56707.57,Silver,Human Resources Assistant III,Asian,12-10-2001,2001,High,1124223.94,1,2238.34,444894.8,1290644.58,Roy Rice,384301.97,1,Very Low Risk,265066.13,306528.09,30041.22,15646.37,3
IND16958,Henry Holmes,Female,81,Senior (60 +),Commercial Banking,Low,91667.36,Gold,Automation Specialist IV,Asian,28-02-2017,2017,High,816059.89,2,4658.15,257599.6,945239.66,Donald Reynolds,1143777.05,1,Very Low Risk,110143.88,462564.09,38451.05,22934.1,2
IND16961,Ryan Hansen,Female,76,Senior (60 +),Commercial Banking,High,369740.37,Jade,Health Coach III,European,21-08-2009,2009,High,-207703.57,1,2451.86,701426.46,413197.82,Jesse Evans,2096510.95,5,Very High Risk,35900.79,270949.39,738.54,47076.14,1
IND16977,Phyllis Elliott,Female,28,Young (18-29),Institutional Banking,Medium,118779,Platinum,Research Assistant IV,African,13-03-2004,2004,Mid,-385056.65,1,4337.29,864529.79,357572.13,Shawn Cook,1227305.59,1,Very Low Risk,99832.86,130896.94,26691.72,26405.44,2
IND17019,Charles Richards,Female,28,Young (18-29),Private Banking,Medium,241251.12,Gold,Assistant Manager,Asian,05-03-2015,2015,Mid,572459.12,1,6139.25,328691.19,717212.31,Nicholas Simmons,619029.46,3,Moderate Risk,128291.35,654456.23,50692.09,61785.9,0
IND17019,Keith Fuller,Male,70,Senior (60 +),Private Banking,Medium,210198.07,Silver,Registered Nurse,European,25-10-2014,2014,High,2294054.14,1,6941.95,359158.04,2168373.56,Jesse Evans,2552969.13,5,Very High Risk,438640.45,827623.49,36083.69,53140.12,3
IND17023,Albert Reid,Female,63,Senior (60 +),Private Banking,High,331067.71,Silver,VP Product Management,Asian,13-03-2017,2017,Mid,-394951.04,2,7477.18,1227817.31,696479.15,Dennis Morris,169513.28,3,Moderate Risk,118266.22,453049.55,43090.98,25598.08,3
IND17042,George Shaw,Female,54,Adult (30-59),Retail Banking,Medium,133671.38,Silver,Developer III,African,20-04-1996,1996,Mid,692598.51,3,7017.53,289554.54,852991.32,Benjamin Kim,1825563.85,2,Low Risk,115570.7,423288.92,46077.56,20608.56,3
IND17053,Thomas Evans,Male,25,Young (18-29),Private Banking,Low,84045.31,Silver,Marketing Manager,Australian,07-05-2002,2002,Mid,-61732.01,3,1544.03,120289.31,34566.96,Jason Duncan,204607.2,1,Very Low Risk,5757.87,22057.01,18889.76,19776.5,1
IND17070,Susan Fowler,Female,46,Adult (30-59),Private Banking,Low,75941.86,Gold,Mechanical Systems Engineer,Australian,14-12-2007,2007,Mid,15503.16,1,977.61,240025.01,190655.69,Roger Alexander,876989.18,1,Very Low Risk,51554.85,97273.31,7604.25,14295.24,1
IND17085,Justin Jones,Female,34,Adult (30-59),Retail Banking,Medium,106018.18,Jade,Software Consultant,American,23-10-1995,1995,High,164939.72,2,6850.31,1009636.94,876584.28,Jonathan Hawkins,1372289.66,3,Moderate Risk,274757.33,424153.68,20295.76,30085.36,1
IND17087,Steven Jacobs,Female,69,Senior (60 +),Retail Banking,Low,90748.37,Silver,Account Coordinator,American,13-03-2018,2018,High,825733.25,2,5863.85,956318.83,1324552.52,Paul Larson,758524.67,3,Moderate Risk,411757.53,496707.19,32807.22,51605.88,2
IND17254,Johnny Gray,Male,69,Senior (60 +),Private Banking,Medium,184887.92,Jade,Senior Cost Accountant,African,29-01-2012,2012,Mid,84120.82,3,3565.52,45371.55,87414.65,Anthony Simpson,963766.52,2,Low Risk,23835.64,42409.09,7693.53,21807.6,2
IND17259,Jean Morgan,Female,78,Senior (60 +),Private Banking,Medium,131489.18,Silver,Systems Administrator III,American,15-06-2021,2021,Mid,34010.44,3,1070.22,601552.34,408648.56,Joshua Ryan,496349.52,2,Low Risk,188218.72,252400.58,8950.21,39765.72,0
IND17319,Norma Little,Female,84,Senior (60 +),Retail Banking,Low,52989.01,Jade,Environmental Tech,Asian,26-04-2015,2015,Low,-66628.11,1,1714.85,146524.14,51426.54,Stephen Payne,204751.77,1,Very Low Risk,7181.98,75366.48,9821.15,23002.36,0
IND17356,Helen Patterson,Female,31,Adult (30-59),Private Banking,High,361526.49,Jade,Automation Specialist II,American,21-04-2009,2009,High,708666.59,1,10141.62,615293.55,1205689.5,Joshua Little,1060755.36,5,Very High Risk,121695.76,901450.09,47432.94,6716.5,2
IND17406,Lisa Marshall,Male,44,Adult (30-59),Institutional Banking,High,336518.03,Silver,Administrative Assistant II,European,17-05-2000,2000,Mid,-338283.09,2,3640.58,923516.36,439061.3,Roy Rice,192169.89,5,Very High Risk,112033.01,275016.42,49597.8,37779.54,0
IND17448,George Fowler,Female,31,Adult (30-59),Institutional Banking,Low,46525.22,Jade,Recruiting Manager,European,03-02-2020,2020,Low,-221233.01,1,1349.77,381700.42,116082.89,Bobby Burton,597224.79,1,Very Low Risk,40560.73,61455.65,17195.67,5173.56,1
IND17470,Stephen Daniels,Male,20,Young (18-29),Institutional Banking,Medium,121124.02,Jade,Director of Sales,European,11-05-2010,2010,Mid,1409482.99,1,7657.79,370608.78,1292973.24,Carl Nguyen,507670.96,3,Moderate Risk,440971.92,317572.37,43959.38,53804.4,2
IND17499,Eric Carr,Female,68,Senior (60 +),Commercial Banking,Medium,130640.72,Gold,Analyst Programmer,European,06-04-2020,2020,Mid,1387683.16,2,1044.24,408680.88,1457664.19,Bruce Butler,1893897.5,3,Moderate Risk,301736.49,655948.89,31484.98,38007.6,2
IND17508,Roy Graham,Male,39,Adult (30-59),Retail Banking,Low,41393.51,Jade,Research Assistant II,African,20-03-2007,2007,High,-99376.15,1,484.86,449273.68,303063.2,Chris Armstrong,385764.69,1,Very Low Risk,38965.27,288631.62,21848.92,8353.92,1
IND17524,Frank Alvarez,Male,66,Senior (60 +),Private Banking,Medium,119708.9,Silver,Staff Scientist,Asian,10-01-2011,2011,High,220863.23,1,3968.41,564255.32,687188.32,Roy Rice,1114958.72,1,Very Low Risk,89457.19,447899.53,23739.72,12441.45,0
IND17528,Bobby Bradley,Female,66,Senior (60 +),Institutional Banking,Medium,156213.39,Silver,Quality Engineer,Asian,17-05-2006,2006,Mid,138399.49,1,2675.34,1646375.26,1628718.42,Joshua Little,1658464.35,2,Low Risk,138505.19,1025964.36,82576.78,20226.48,0
IND17543,Kevin Ellis,Male,82,Senior (60 +),Retail Banking,Medium,266108.68,Platinum,Computer Systems Analyst II,European,08-07-2015,2015,High,-550989.05,1,557.04,602721.03,39035.57,Anthony Simpson,424460.04,2,Low Risk,4864.43,41037.39,19652.37,8389.02,3
IND17557,Benjamin Crawford,Male,69,Senior (60 +),Institutional Banking,Low,82530.07,Jade,Accounting Assistant I,Asian,09-11-2013,2013,Mid,-164119.32,1,3140.53,727372.61,358100.59,Keith Griffin,538444.12,2,Low Risk,162841.53,326688.26,33681.19,45451.7,0
IND17593,Emily Price,Female,76,Senior (60 +),Private Banking,Low,89965.12,Platinum,Financial Advisor,American,27-01-2009,2009,High,-65558.73,2,1630.04,193100.23,70903.56,Jason Duncan,214682.88,1,Very Low Risk,35990.65,75157.78,655.27,22277.33,2
IND17683,Brandon Martin,Female,27,Young (18-29),Private Banking,Medium,172741.13,Platinum,Web Developer II,Asian,01-03-2008,2008,Low,-451562.53,1,916.59,1199169.58,649525.87,Joshua Little,780669.88,2,Low Risk,61203.65,322583.32,59022.71,37794.12,2
IND17701,Brian Ramos,Female,73,Senior (60 +),Private Banking,Low,82414.38,Gold,Safety Technician IV,European,01-08-2006,2006,Low,-4732.67,1,117.82,244323.64,170188.99,Frank Brown,487931.11,1,Very Low Risk,54500.05,96968.14,16683.57,15019.75,3
IND17713,Charles Simmons,Female,39,Adult (30-59),Private Banking,Low,75928.83,Jade,Assistant Professor,European,22-11-2017,2017,High,582670.15,1,301.78,620326,1008769,Joshua Bennett,705476.73,1,Very Low Risk,186553.17,345468.84,10227.56,7975.76,1
IND17734,Mary Peters,Male,33,Adult (30-59),Commercial Banking,Low,97226.35,Silver,Project Manager,European,09-08-2008,2008,High,18024.51,1,230.46,204220.49,167557.22,Anthony Simpson,385574.52,1,Very Low Risk,46245.79,100534.33,17867.54,8672.45,1
IND17740,Daniel Morrison,Female,38,Adult (30-59),Private Banking,Medium,116926.94,Gold,Health Coach IV,Asian,18-06-2011,2011,High,-512471.72,2,3828.2,1049088.92,463600.46,Frank Brown,1299697.25,2,Low Risk,58413.66,200893.53,7382.34,18431.28,1
IND17798,Kenneth Perez,Male,84,Senior (60 +),Retail Banking,Low,72575.32,Silver,Accountant II,European,07-04-1995,1995,Low,1410898.12,1,4577.99,1158128.52,2113374.2,Dennis Ruiz,1957601.96,2,Low Risk,445004.83,505083.14,52100.8,15225.6,2
IND17839,Larry Gibson,Male,52,Adult (30-59),Private Banking,High,520192.44,Gold,Programmer Analyst III,Australian,20-04-2020,2020,High,1143207.74,1,8224.25,1265803.87,2262409.29,Victor Martinez,676160.31,5,Very High Risk,147297.29,1331772.84,25701.42,7529.28,0
IND17854,Frank Turner,Male,40,Adult (30-59),Private Banking,Medium,172210.31,Jade,Budget/Accounting Analyst IV,European,28-08-2010,2010,High,-448039.56,1,6019.43,1691022.41,1119262.6,Jerry Green,848784.54,3,Moderate Risk,116403.31,613521.72,23747.59,13336.37,3
IND17897,Carlos Moore,Female,44,Adult (30-59),Private Banking,Medium,124434.78,Jade,Programmer I,American,02-01-1996,1996,High,13056.42,2,5211.37,984792.5,802862.97,Paul Larson,835554.83,2,Low Risk,174051.32,263714.11,68855.49,26146,0
IND17926,Ryan Austin,Female,21,Young (18-29),Private Banking,Medium,178028.67,Jade,Safety Technician IV,Asian,05-03-2014,2014,High,915737.9,1,5767.57,213942.23,979092.98,Samuel Fowler,2005100.84,2,Low Risk,99674.88,617952.12,5526.01,56679.84,2
IND17931,Shawn Howell,Male,84,Senior (60 +),Institutional Banking,Medium,289056.28,Jade,Statistician IV,African,28-11-2004,2004,Low,-80823.68,3,6996.13,662878.16,444874.25,Victor Ramos,404124.63,3,Moderate Risk,89541.05,238614.37,80211.38,54635.31,3
IND17939,Ryan Gray,Male,29,Young (18-29),Commercial Banking,Low,48788.15,Jade,Civil Engineer,Asian,17-04-2001,2001,High,653825.8,1,872.32,1099020.48,1385972,Anthony Berry,536373.73,2,Low Risk,337404.66,511219.18,53970.25,30341.94,1
IND17984,Gary Bell,Female,18,Young (18-29),Private Banking,Medium,158424.74,Jade,Office Assistant IV,European,18-02-2000,2000,High,-262796.89,1,1556.18,966712.93,600275.72,Nicholas Cunningham,835554.75,2,Low Risk,76391.78,240874.97,68672.55,28804.72,1
IND18049,Walter Mccoy,Male,38,Adult (30-59),Private Banking,High,396733.64,Silver,Staff Accountant III,Asian,26-04-2010,2010,High,810827.45,1,2649.36,376264.9,995012.7,Anthony Berry,822363.67,3,Moderate Risk,168867.87,398005.08,73637.1,25861.14,0
IND18081,Rose Bell,Female,22,Young (18-29),Retail Banking,Medium,216600.38,Jade,Software Engineer III,Asian,20-04-2013,2013,High,-136172.47,1,3753.39,514287.24,235217.95,Benjamin Kim,852915.17,2,Low Risk,112904.61,117608.97,23203.35,33745.6,0
IND18100,Timothy Harrison,Male,57,Adult (30-59),Commercial Banking,High,388875.54,Jade,Database Administrator III,Asian,21-12-2012,2012,Mid,-279574.7,1,1164.89,504681.83,152384.27,Paul Holmes,175106.32,4,High Risk,67766.18,173299.76,42886.55,6121.57,1
IND18126,Susan Thompson,Male,63,Senior (60 +),Private Banking,Low,76166.25,Silver,Research Assistant III,Asian,05-03-2021,2021,Mid,-1288810.68,1,267.87,1364588.66,61344.46,Roger Alexander,1595668.78,3,Moderate Risk,9802.6,44443.44,71470.27,4898.79,0
IND18163,Kevin Perez,Female,50,Adult (30-59),Private Banking,Low,96295.61,Gold,Nurse,European,18-05-2020,2020,Mid,-35482.05,1,1323.88,311472.63,193153.03,Frank Brown,396610.18,2,Low Risk,60174.6,136197.65,21291.85,23986.83,2
IND18241,Linda Lane,Female,66,Senior (60 +),Private Banking,Medium,146037.5,Gold,Developer II,Asian,22-03-2013,2013,Mid,53144.82,1,1429.18,944382.15,757522.01,Jesse Evans,848752.01,2,Low Risk,231388.54,336676.45,38966.36,10045.6,1
IND18267,Kevin Mcdonald,Female,21,Young (18-29),Private Banking,Medium,214088.86,Jade,Data Coordiator,American,23-03-2011,2011,High,-608420.86,1,9075.06,1117489.89,393421.82,Nicholas Simmons,289815.53,4,High Risk,79496.59,106604.62,36316.25,45225.68,1
IND18304,Emily Bishop,Male,48,Adult (30-59),Institutional Banking,High,435965.85,Jade,Software Engineer II,American,16-12-2003,2003,Low,-95954.95,1,1785.84,588309.12,298830.63,Anthony Simpson,408969.96,4,High Risk,167643.98,292854.02,35978.88,27665.4,2
IND18364,Peter Riley,Male,24,Young (18-29),Private Banking,Medium,139310.32,Gold,Computer Systems Analyst IV,European,04-06-2021,2021,Mid,-96284.77,3,2109.05,252780.62,94179.54,Stephen Payne,303349.11,2,Low Risk,26792.46,113664.97,10164.28,37632.9,2
